week_start,commits,significant_lines_changed,additions,deletions,prs,average_pr_size,median_pr_size,q1_pr_size,q3_pr_size,total_pr_size,max_pr_size
2026-01-12,580,71674,56135,15539,223,127.79,23.0,6.0,99.0,28498,2286
2026-01-19,872,91567,70773,20794,338,131.25,27.0,7.0,88.5,44361,3555
2026-01-26,706,51539,35290,16249,284,83.27,22.0,5.0,81.5,23649,1661
2026-02-02,585,91971,73356,18615,240,150.08,33.5,6.0,159.5,36020,3376
2026-02-09,640,78646,58752,19894,196,157.14,35.0,6.0,156.0,30800,2428
2026-02-16,720,130478,95326,35152,283,231.25,25.0,6.0,92.5,65444,21003
2026-02-23,854,91873,69948,21925,349,144.06,28.0,8.0,84.0,50278,9617
2026-03-02,711,143014,96070,46944,269,149.53,23.0,6.0,118.0,40223,3504
2026-03-09,588,126183,74129,52054,205,191.26,53.0,11.0,168.0,39209,2431
2026-03-16,754,196597,144965,51632,312,492.74,38.5,10.0,142.0,153735,86956
2026-03-23,751,101031,67844,33187,280,181.65,24.5,6.0,141.0,50862,12798
2026-03-30,627,102365,64808,37557,275,188.14,37.0,7.0,149.0,51738,9122
2026-04-06,607,115133,74430,40703,340,213.69,36.5,10.0,167.0,72654,4989
2026-04-13,620,94140,67910,26230,367,211.26,45.0,10.0,199.5,77533,7040
2026-04-20,649,167299,67967,99332,377,184.68,48.0,12.0,164.0,69624,4032
2026-04-27,519,123375,86970,36405,262,304.13,59.5,16.0,221.5,79683,5462
2026-05-04,634,121958,87791,34167,351,276.29,48.0,14.0,151.5,96978,7450
2026-05-11,506,91262,68567,22695,276,237.11,57.5,11.75,210.25,65442,5214
2026-05-18,451,104069,76593,27476,244,259.05,59.0,11.75,223.5,63207,4946
2026-05-25,167,28727,21067,7660,99,244.93,37.0,9.5,183.5,24248,4566
